"ID";"EigenaarHuurder";"HuishoudensEnWoningkenmerken";"RegioS";"Perioden";"TotaleWoonlasten_2";"Woonquote_5"
"61887";"A025403";"T001139";"GM0148";"2020JJ00";"     857";"    20.8"
"61888";"A025403";"T001139";"GM0148";"2021JJ00";"     877";"    20.7"
"61889";"A025403";"T001139";"GM0148";"2022JJ00";"     837";"    18.8"
"61890";"A025403";"T001139";"GM1891";"2018JJ00";"     751";"    21.9"
"61891";"A025403";"T001139";"GM1891";"2019JJ00";"     764";"    21.5"
"61892";"A025403";"T001139";"GM1891";"2020JJ00";"     756";"    20.6"
"61893";"A025403";"T001139";"GM1891";"2021JJ00";"     779";"    20.6"
"61894";"A025403";"T001139";"GM1891";"2022JJ00";"     744";"    18.8"
"61895";"A025403";"T001139";"GM0310";"2018JJ00";"    1109";"    22.3"
"61896";"A025403";"T001139";"GM0310";"2019JJ00";"    1113";"    21.8"
"61897";"A025403";"T001139";"GM0310";"2020JJ00";"    1094";"    20.8"
"61898";"A025403";"T001139";"GM0310";"2021JJ00";"    1109";"    20.5"
"61899";"A025403";"T001139";"GM0310";"2022JJ00";"    1021";"    18.6"
"61900";"A025403";"T001139";"GM1940";"2018JJ00";"     795";"    22.2"
"61901";"A025403";"T001139";"GM1940";"2019JJ00";"     841";"    21.7"
"61902";"A025403";"T001139";"GM1940";"2020JJ00";"     797";"    20.7"
"61903";"A025403";"T001139";"GM1940";"2021JJ00";"     815";"    20.5"
"61904";"A025403";"T001139";"GM1940";"2022JJ00";"     754";"    18.2"
"61905";"A025403";"T001139";"GM1663";"2018JJ00";"     730";"    24.3"
"61906";"A025403";"T001139";"GM1663";"2019JJ00";"";"       ."
"61907";"A025403";"T001139";"GM1663";"2020JJ00";"";"       ."
"61908";"A025403";"T001139";"GM1663";"2021JJ00";"";"       ."
"61909";"A025403";"T001139";"GM1663";"2022JJ00";"";"       ."
"61910";"A025403";"T001139";"GM0736";"2018JJ00";"     989";"    21.6"
"61911";"A025403";"T001139";"GM0736";"2019JJ00";"     986";"    20.6"
"61912";"A025403";"T001139";"GM0736";"2020JJ00";"     990";"    19.9"
"61913";"A025403";"T001139";"GM0736";"2021JJ00";"    1003";"    19.6"
"61914";"A025403";"T001139";"GM0736";"2022JJ00";"     927";"    17.8"
"61915";"A025403";"T001139";"GM1690";"2018JJ00";"     871";"    23.4"
"61916";"A025403";"T001139";"GM1690";"2019JJ00";"     885";"    22.7"
"61917";"A025403";"T001139";"GM1690";"2020JJ00";"     864";"    21.4"
"61918";"A025403";"T001139";"GM1690";"2021JJ00";"     881";"    21.1"
"61919";"A025403";"T001139";"GM1690";"2022JJ00";"     829";"    19.1"
"61920";"A025403";"T001139";"GM0503";"2018JJ00";"     930";"    22.7"
"61921";"A025403";"T001139";"GM0503";"2019JJ00";"     930";"    21.8"
"61922";"A025403";"T001139";"GM0503";"2020JJ00";"     918";"    20.7"
"61923";"A025403";"T001139";"GM0503";"2021JJ00";"     923";"    20.1"
"61924";"A025403";"T001139";"GM0503";"2022JJ00";"     849";"    18.0"
"61925";"A025403";"T001139";"GM0010";"2018JJ00";"     711";"    22.7"
"61926";"A025403";"T001139";"GM0010";"2019JJ00";"     721";"    22.2"
"61927";"A025403";"T001139";"GM0010";"2020JJ00";"     719";"    21.2"
"61928";"A025403";"T001139";"GM0010";"2021JJ00";"";"       ."
"61929";"A025403";"T001139";"GM0010";"2022JJ00";"";"       ."
"61930";"A025403";"T001139";"GM0400";"2018JJ00";"     763";"    22.2"
"61931";"A025403";"T001139";"GM0400";"2019JJ00";"     775";"    21.7"
"61932";"A025403";"T001139";"GM0400";"2020JJ00";"     760";"    20.4"
"61933";"A025403";"T001139";"GM0400";"2021JJ00";"     776";"    20.3"
"61934";"A025403";"T001139";"GM0400";"2022JJ00";"     784";"    18.2"
"61935";"A025403";"T001139";"GM0762";"2018JJ00";"     917";"    23.9"
"61936";"A025403";"T001139";"GM0762";"2019JJ00";"     933";"    23.3"
"61937";"A025403";"T001139";"GM0762";"2020JJ00";"     923";"    22.3"
"61938";"A025403";"T001139";"GM0762";"2021JJ00";"     919";"    21.6"
"61939";"A025403";"T001139";"GM0762";"2022JJ00";"     879";"    19.8"
"61940";"A025403";"T001139";"GM0150";"2018JJ00";"     871";"    22.9"
"61941";"A025403";"T001139";"GM0150";"2019JJ00";"     886";"    22.3"
"61942";"A025403";"T001139";"GM0150";"2020JJ00";"     881";"    21.3"
"61943";"A025403";"T001139";"GM0150";"2021JJ00";"     892";"    20.9"
"61944";"A025403";"T001139";"GM0150";"2022JJ00";"     861";"    18.8"
"61945";"A025403";"T001139";"GM0384";"2018JJ00";"     937";"    22.7"
"61946";"A025403";"T001139";"GM0384";"2019JJ00";"     948";"    22.3"
"61947";"A025403";"T001139";"GM0384";"2020JJ00";"     950";"    21.4"
"61948";"A025403";"T001139";"GM0384";"2021JJ00";"     988";"    20.9"
"61949";"A025403";"T001139";"GM0384";"2022JJ00";"     916";"    18.4"
"61950";"A025403";"T001139";"GM1980";"2018JJ00";"";"       ."
"61951";"A025403";"T001139";"GM1980";"2019JJ00";"";"       ."
"61952";"A025403";"T001139";"GM1980";"2020JJ00";"";"       ."
"61953";"A025403";"T001139";"GM1980";"2021JJ00";"";"       ."
"61954";"A025403";"T001139";"GM1980";"2022JJ00";"     823";"    18.2"
"61955";"A025403";"T001139";"GM1774";"2018JJ00";"     871";"    22.2"
"61956";"A025403";"T001139";"GM1774";"2019JJ00";"     875";"    21.4"
"61957";"A025403";"T001139";"GM1774";"2020JJ00";"     856";"    20.3"
"61958";"A025403";"T001139";"GM1774";"2021JJ00";"     885";"    20.4"
"61959";"A025403";"T001139";"GM1774";"2022JJ00";"     840";"    18.7"
"61960";"A025403";"T001139";"GM0221";"2018JJ00";"     825";"    22.1"
"61961";"A025403";"T001139";"GM0221";"2019JJ00";"     831";"    21.7"
"61962";"A025403";"T001139";"GM0221";"2020JJ00";"     834";"    21.2"
"61963";"A025403";"T001139";"GM0221";"2021JJ00";"     860";"    20.8"
"61964";"A025403";"T001139";"GM0221";"2022JJ00";"     795";"    18.7"
"61965";"A025403";"T001139";"GM0222";"2018JJ00";"     845";"    22.5"
"61966";"A025403";"T001139";"GM0222";"2019JJ00";"     880";"    21.9"
"61967";"A025403";"T001139";"GM0222";"2020JJ00";"     852";"    20.8"
"61968";"A025403";"T001139";"GM0222";"2021JJ00";"     856";"    20.6"
"61969";"A025403";"T001139";"GM0222";"2022JJ00";"     819";"    18.8"
"61970";"A025403";"T001139";"GM0766";"2018JJ00";"     862";"    22.4"
"61971";"A025403";"T001139";"GM0766";"2019JJ00";"     891";"    22.1"
"61972";"A025403";"T001139";"GM0766";"2020JJ00";"     877";"    20.9"
"61973";"A025403";"T001139";"GM0766";"2021JJ00";"     899";"    20.8"
"61974";"A025403";"T001139";"GM0766";"2022JJ00";"     849";"    18.7"
"61975";"A025403";"T001139";"GM0058";"2018JJ00";"     735";"    22.9"
"61976";"A025403";"T001139";"GM0058";"2019JJ00";"";"       ."
"61977";"A025403";"T001139";"GM0058";"2020JJ00";"";"       ."
"61978";"A025403";"T001139";"GM0058";"2021JJ00";"";"       ."
"61979";"A025403";"T001139";"GM0058";"2022JJ00";"";"       ."
"61980";"A025403";"T001139";"GM0505";"2018JJ00";"     838";"    22.2"
"61981";"A025403";"T001139";"GM0505";"2019JJ00";"     858";"    21.8"
"61982";"A025403";"T001139";"GM0505";"2020JJ00";"     838";"    20.6"
"61983";"A025403";"T001139";"GM0505";"2021JJ00";"     874";"    20.5"
"61984";"A025403";"T001139";"GM0505";"2022JJ00";"     804";"    18.2"
"61985";"A025403";"T001139";"GM0498";"2018JJ00";"     876";"    22.5"
"61986";"A025403";"T001139";"GM0498";"2019JJ00";"     909";"    22.0"
"61987";"A025403";"T001139";"GM0498";"2020JJ00";"     879";"    20.7"
"61988";"A025403";"T001139";"GM0498";"2021JJ00";"     907";"    20.5"
"61989";"A025403";"T001139";"GM0498";"2022JJ00";"     837";"    18.6"
"61990";"A025403";"T001139";"GM1719";"2018JJ00";"     864";"    21.6"
"61991";"A025403";"T001139";"GM1719";"2019JJ00";"     885";"    21.1"
"61992";"A025403";"T001139";"GM1719";"2020JJ00";"     996";"    20.1"
"61993";"A025403";"T001139";"GM1719";"2021JJ00";"     893";"    20.1"
"61994";"A025403";"T001139";"GM1719";"2022JJ00";"     834";"    18.0"
"61995";"A025403";"T001139";"GM0303";"2018JJ00";"     863";"    22.7"
"61996";"A025403";"T001139";"GM0303";"2019JJ00";"     895";"    22.1"
"61997";"A025403";"T001139";"GM0303";"2020JJ00";"     872";"    20.9"
"61998";"A025403";"T001139";"GM0303";"2021JJ00";"     894";"    20.8"
"61999";"A025403";"T001139";"GM0303";"2022JJ00";"     817";"    18.4"
"62000";"A025403";"T001139";"GM0225";"2018JJ00";"     936";"    22.9"
"62001";"A025403";"T001139";"GM0225";"2019JJ00";"     922";"    22.3"
"62002";"A025403";"T001139";"GM0225";"2020JJ00";"     925";"    21.5"
"62003";"A025403";"T001139";"GM0225";"2021JJ00";"     924";"    20.9"
"62004";"A025403";"T001139";"GM0225";"2022JJ00";"     864";"    18.9"
"62005";"A025403";"T001139";"GM0226";"2018JJ00";"     875";"    21.5"
"62006";"A025403";"T001139";"GM0226";"2019JJ00";"     888";"    21.0"
"62007";"A025403";"T001139";"GM0226";"2020JJ00";"     861";"    19.9"
"62008";"A025403";"T001139";"GM0226";"2021JJ00";"     881";"    19.8"
"62009";"A025403";"T001139";"GM0226";"2022JJ00";"     809";"    17.6"
"62010";"A025403";"T001139";"GM1711";"2018JJ00";"     805";"    22.7"
"62011";"A025403";"T001139";"GM1711";"2019JJ00";"     823";"    22.2"
"62012";"A025403";"T001139";"GM1711";"2020JJ00";"     789";"    20.8"
"62013";"A025403";"T001139";"GM1711";"2021JJ00";"     815";"    20.9"
"62014";"A025403";"T001139";"GM1711";"2022JJ00";"     788";"    19.5"
"62015";"A025403";"T001139";"GM0385";"2018JJ00";"     824";"    20.7"
"62016";"A025403";"T001139";"GM0385";"2019JJ00";"     839";"    20.2"
"62017";"A025403";"T001139";"GM0385";"2020JJ00";"     840";"    19.5"
"62018";"A025403";"T001139";"GM0385";"2021JJ00";"     852";"    19.3"
"62019";"A025403";"T001139";"GM0385";"2022JJ00";"     804";"    17.5"
"62020";"A025403";"T001139";"GM0228";"2018JJ00";"     896";"    22.5"
"62021";"A025403";"T001139";"GM0228";"2019JJ00";"     918";"    21.9"
"62022";"A025403";"T001139";"GM0228";"2020JJ00";"     896";"    20.8"
"62023";"A025403";"T001139";"GM0228";"2021JJ00";"     899";"    20.2"
"62024";"A025403";"T001139";"GM0228";"2022JJ00";"     827";"    17.9"
"62025";"A025403";"T001139";"GM0317";"2018JJ00";"     955";"    22.4"
"62026";"A025403";"T001139";"GM0317";"2019JJ00";"     992";"    21.8"
"62027";"A025403";"T001139";"GM0317";"2020JJ00";"    1000";"    21.6"
"62028";"A025403";"T001139";"GM0317";"2021JJ00";"     971";"    21.0"
"62029";"A025403";"T001139";"GM0317";"2022JJ00";"     883";"    18.5"
"62030";"A025403";"T001139";"GM1979";"2018JJ00";"";"       ."
"62031";"A025403";"T001139";"GM1979";"2019JJ00";"";"       ."
"62032";"A025403";"T001139";"GM1979";"2020JJ00";"";"       ."
"62033";"A025403";"T001139";"GM1979";"2021JJ00";"     752";"    21.0"
"62034";"A025403";"T001139";"GM1979";"2022JJ00";"     723";"    19.3"
"62035";"A025403";"T001139";"GM1651";"2018JJ00";"     735";"    23.7"
"62036";"A025403";"T001139";"GM1651";"2019JJ00";"";"       ."
"62037";"A025403";"T001139";"GM1651";"2020JJ00";"";"       ."
"62038";"A025403";"T001139";"GM1651";"2021JJ00";"";"       ."
"62039";"A025403";"T001139";"GM1651";"2022JJ00";"";"       ."
"62040";"A025403";"T001139";"GM0770";"2018JJ00";"     911";"    22.3"
"62041";"A025403";"T001139";"GM0770";"2019JJ00";"     918";"    21.6"
"62042";"A025403";"T001139";"GM0770";"2020JJ00";"     910";"    20.6"
"62043";"A025403";"T001139";"GM0770";"2021JJ00";"     933";"    20.1"
"62044";"A025403";"T001139";"GM0770";"2022JJ00";"     878";"    18.4"
"62045";"A025403";"T001139";"GM1903";"2018JJ00";"     900";"    22.6"
"62046";"A025403";"T001139";"GM1903";"2019JJ00";"     897";"    21.9"
"62047";"A025403";"T001139";"GM1903";"2020JJ00";"     890";"    21.0"
"62048";"A025403";"T001139";"GM1903";"2021JJ00";"     906";"    20.7"
"62049";"A025403";"T001139";"GM1903";"2022JJ00";"     864";"    19.0"
"62050";"A025403";"T001139";"GM0772";"2018JJ00";"     921";"    23.3"
"62051";"A025403";"T001139";"GM0772";"2019JJ00";"     950";"    22.9"
"62052";"A025403";"T001139";"GM0772";"2020JJ00";"     939";"    21.8"
"62053";"A025403";"T001139";"GM0772";"2021JJ00";"     949";"    21.2"
"62054";"A025403";"T001139";"GM0772";"2022JJ00";"     882";"    18.9"
"62055";"A025403";"T001139";"GM0230";"2018JJ00";"     834";"    21.9"
"62056";"A025403";"T001139";"GM0230";"2019JJ00";"     872";"    21.9"
"62057";"A025403";"T001139";"GM0230";"2020JJ00";"     868";"    20.7"
"62058";"A025403";"T001139";"GM0230";"2021JJ00";"     863";"    20.1"
"62059";"A025403";"T001139";"GM0230";"2022JJ00";"     807";"    18.1"
"62060";"A025403";"T001139";"GM0114";"2018JJ00";"     776";"    23.2"
"62061";"A025403";"T001139";"GM0114";"2019JJ00";"     798";"    22.8"
"62062";"A025403";"T001139";"GM0114";"2020JJ00";"     779";"    21.6"
"62063";"A025403";"T001139";"GM0114";"2021JJ00";"     811";"    21.7"
"62064";"A025403";"T001139";"GM0114";"2022JJ00";"     779";"    19.9"
"62065";"A025403";"T001139";"GM0388";"2018JJ00";"     822";"    22.7"
"62066";"A025403";"T001139";"GM0388";"2019JJ00";"     825";"    22.3"
"62067";"A025403";"T001139";"GM0388";"2020JJ00";"     818";"    21.1"
"62068";"A025403";"T001139";"GM0388";"2021JJ00";"     825";"    20.9"
"62069";"A025403";"T001139";"GM0388";"2022JJ00";"     770";"    18.7"
"62070";"A025403";"T001139";"GM0153";"2018JJ00";"     840";"    23.8"
"62071";"A025403";"T001139";"GM0153";"2019JJ00";"     866";"    23.4"
"62072";"A025403";"T001139";"GM0153";"2020JJ00";"     855";"    22.1"
"62073";"A025403";"T001139";"GM0153";"2021JJ00";"     876";"    21.8"
"62074";"A025403";"T001139";"GM0153";"2022JJ00";"     817";"    19.7"
"62075";"A025403";"T001139";"GM0232";"2018JJ00";"     938";"    24.0"
"62076";"A025403";"T001139";"GM0232";"2019JJ00";"     944";"    23.3"
"62077";"A025403";"T001139";"GM0232";"2020JJ00";"     931";"    22.2"
"62078";"A025403";"T001139";"GM0232";"2021JJ00";"     929";"    21.4"
"62079";"A025403";"T001139";"GM0232";"2022JJ00";"     892";"    19.4"
"62080";"A025403";"T001139";"GM0233";"2018JJ00";"     917";"    22.0"
"62081";"A025403";"T001139";"GM0233";"2019JJ00";"     932";"    21.8"
"62082";"A025403";"T001139";"GM0233";"2020JJ00";"     921";"    20.9"
"62083";"A025403";"T001139";"GM0233";"2021JJ00";"     945";"    21.0"
"62084";"A025403";"T001139";"GM0233";"2022JJ00";"     891";"    19.1"
"62085";"A025403";"T001139";"GM0777";"2018JJ00";"     902";"    22.5"
"62086";"A025403";"T001139";"GM0777";"2019JJ00";"     905";"    21.7"
"62087";"A025403";"T001139";"GM0777";"2020JJ00";"     926";"    21.3"
"62088";"A025403";"T001139";"GM0777";"2021JJ00";"     919";"    20.7"
"62089";"A025403";"T001139";"GM0777";"2022JJ00";"     841";"    18.4"
"62090";"A025403";"T001139";"GM1722";"2018JJ00";"     713";"    22.6"
"62091";"A025403";"T001139";"GM1722";"2019JJ00";"";"       ."
"62092";"A025403";"T001139";"GM1722";"2020JJ00";"";"       ."
"62093";"A025403";"T001139";"GM1722";"2021JJ00";"";"       ."
"62094";"A025403";"T001139";"GM1722";"2022JJ00";"";"       ."
"62095";"A025403";"T001139";"GM0779";"2018JJ00";"     882";"    22.7"
"62096";"A025403";"T001139";"GM0779";"2019JJ00";"     913";"    22.1"
"62097";"A025403";"T001139";"GM0779";"2020JJ00";"     891";"    21.0"
"62098";"A025403";"T001139";"GM0779";"2021JJ00";"     891";"    20.4"
"62099";"A025403";"T001139";"GM0779";"2022JJ00";"     826";"    18.3"
"62100";"A025403";"T001139";"GM0236";"2018JJ00";"     967";"    23.0"
"62101";"A025403";"T001139";"GM0236";"2019JJ00";"";"       ."
"62102";"A025403";"T001139";"GM0236";"2020JJ00";"";"       ."
"62103";"A025403";"T001139";"GM0236";"2021JJ00";"";"       ."
"62104";"A025403";"T001139";"GM0236";"2022JJ00";"";"       ."
"62105";"A025403";"T001139";"GM1771";"2018JJ00";"     891";"    22.6"
"62106";"A025403";"T001139";"GM1771";"2019JJ00";"     905";"    22.2"
"62107";"A025403";"T001139";"GM1771";"2020JJ00";"     902";"    21.1"
"62108";"A025403";"T001139";"GM1771";"2021JJ00";"     925";"    20.9"
"62109";"A025403";"T001139";"GM1771";"2022JJ00";"     848";"    18.7"
"62110";"A025403";"T001139";"GM1652";"2018JJ00";"     895";"    23.5"
"62111";"A025403";"T001139";"GM1652";"2019JJ00";"     923";"    22.9"
"62112";"A025403";"T001139";"GM1652";"2020JJ00";"     916";"    21.9"
"62113";"A025403";"T001139";"GM1652";"2021JJ00";"     935";"    21.6"
"62114";"A025403";"T001139";"GM1652";"2022JJ00";"     882";"    19.8"
"62115";"A025403";"T001139";"GM0907";"2018JJ00";"     834";"    22.7"
"62116";"A025403";"T001139";"GM0907";"2019JJ00";"     863";"    22.1"
"62117";"A025403";"T001139";"GM0907";"2020JJ00";"     847";"    21.1"
"62118";"A025403";"T001139";"GM0907";"2021JJ00";"     851";"    21.0"
"62119";"A025403";"T001139";"GM0907";"2022JJ00";"     829";"    19.1"
"62120";"A025403";"T001139";"GM0689";"2018JJ00";"     895";"    21.4"
"62121";"A025403";"T001139";"GM0689";"2019JJ00";"";"       ."
"62122";"A025403";"T001139";"GM0689";"2020JJ00";"";"       ."
"62123";"A025403";"T001139";"GM0689";"2021JJ00";"";"       ."
"62124";"A025403";"T001139";"GM0689";"2022JJ00";"";"       ."
"62125";"A025403";"T001139";"GM0784";"2018JJ00";"     849";"    21.4"
"62126";"A025403";"T001139";"GM0784";"2019JJ00";"     866";"    20.7"
"62127";"A025403";"T001139";"GM0784";"2020JJ00";"     864";"    20.1"
"62128";"A025403";"T001139";"GM0784";"2021JJ00";"     859";"    19.5"
"62129";"A025403";"T001139";"GM0784";"2022JJ00";"     816";"    17.6"
"62130";"A025403";"T001139";"GM1924";"2018JJ00";"     897";"    22.5"
"62131";"A025403";"T001139";"GM1924";"2019JJ00";"     920";"    21.9"
"62132";"A025403";"T001139";"GM1924";"2020JJ00";"     911";"    20.8"
"62133";"A025403";"T001139";"GM1924";"2021JJ00";"     898";"    20.2"
"62134";"A025403";"T001139";"GM1924";"2022JJ00";"     827";"    17.9"
"62135";"A025403";"T001139";"GM0664";"2018JJ00";"     846";"    22.4"
"62136";"A025403";"T001139";"GM0664";"2019JJ00";"     854";"    21.5"
"62137";"A025403";"T001139";"GM0664";"2020JJ00";"     840";"    20.4"
"62138";"A025403";"T001139";"GM0664";"2021JJ00";"     846";"    20.0"
"62139";"A025403";"T001139";"GM0664";"2022JJ00";"     783";"    17.9"
"62140";"A025403";"T001139";"GM0785";"2018JJ00";"     949";"    22.6"
"62141";"A025403";"T001139";"GM0785";"2019JJ00";"     936";"    21.7"
"62142";"A025403";"T001139";"GM0785";"2020JJ00";"     946";"    20.9"
"62143";"A025403";"T001139";"GM0785";"2021JJ00";"     939";"    20.5"
"62144";"A025403";"T001139";"GM0785";"2022JJ00";"     895";"    18.8"
"62145";"A025403";"T001139";"GM1942";"2018JJ00";"    1173";"    23.4"
"62146";"A025403";"T001139";"GM1942";"2019JJ00";"    1180";"    22.7"
"62147";"A025403";"T001139";"GM1942";"2020JJ00";"    1200";"    22.1"
"62148";"A025403";"T001139";"GM1942";"2021JJ00";"    1216";"    21.8"
"62149";"A025403";"T001139";"GM1942";"2022JJ00";"    1081";"    19.4"
"62150";"A025403";"T001139";"GM0512";"2018JJ00";"     942";"    22.7"
"62151";"A025403";"T001139";"GM0512";"2019JJ00";"     941";"    21.9"
"62152";"A025403";"T001139";"GM0512";"2020JJ00";"     938";"    20.9"
"62153";"A025403";"T001139";"GM0512";"2021JJ00";"     945";"    20.5"
"62154";"A025403";"T001139";"GM0512";"2022JJ00";"     892";"    18.3"
"62155";"A025403";"T001139";"GM0513";"2018JJ00";"     865";"    22.1"
"62156";"A025403";"T001139";"GM0513";"2019JJ00";"     875";"    21.6"
"62157";"A025403";"T001139";"GM0513";"2020JJ00";"     869";"    20.7"
"62158";"A025403";"T001139";"GM0513";"2021JJ00";"     877";"    20.1"
"62159";"A025403";"T001139";"GM0513";"2022JJ00";"     822";"    18.0"
"62160";"A025403";"T001139";"GM0786";"2018JJ00";"     846";"    22.8"
"62161";"A025403";"T001139";"GM0786";"2019JJ00";"     853";"    22.2"
"62162";"A025403";"T001139";"GM0786";"2020JJ00";"     859";"    21.5"
"62163";"A025403";"T001139";"GM0786";"2021JJ00";"     860";"    20.7"
"62164";"A025403";"T001139";"GM0786";"2022JJ00";"";"       ."
"62165";"A025403";"T001139";"GM0518";"2018JJ00";"     952";"    24.1"
"62166";"A025403";"T001139";"GM0518";"2019JJ00";"     970";"    23.4"
"62167";"A025403";"T001139";"GM0518";"2020JJ00";"     965";"    22.4"
"62168";"A025403";"T001139";"GM0518";"2021JJ00";"     989";"    22.1"
"62169";"A025403";"T001139";"GM0518";"2022JJ00";"     899";"    19.6"
"62170";"A025403";"T001139";"GM0014";"2018JJ00";"     856";"    23.6"
"62171";"A025403";"T001139";"GM0014";"2019JJ00";"     891";"    22.9"
"62172";"A025403";"T001139";"GM0014";"2020JJ00";"     888";"    21.8"
"62173";"A025403";"T001139";"GM0014";"2021JJ00";"     900";"    21.5"
"62174";"A025403";"T001139";"GM0014";"2022JJ00";"     826";"    19.1"
"62175";"A025403";"T001139";"GM0015";"2018JJ00";"     812";"    23.9"
"62176";"A025403";"T001139";"GM0015";"2019JJ00";"";"       ."
"62177";"A025403";"T001139";"GM0015";"2020JJ00";"";"       ."
"62178";"A025403";"T001139";"GM0015";"2021JJ00";"";"       ."
"62179";"A025403";"T001139";"GM0015";"2022JJ00";"";"       ."
"62180";"A025403";"T001139";"GM1729";"2018JJ00";"     822";"    22.8"
"62181";"A025403";"T001139";"GM1729";"2019JJ00";"     833";"    22.3"
"62182";"A025403";"T001139";"GM1729";"2020JJ00";"     836";"    20.9"
"62183";"A025403";"T001139";"GM1729";"2021JJ00";"     849";"    21.0"
"62184";"A025403";"T001139";"GM1729";"2022JJ00";"     823";"    19.7"
